"id","nome","codigo"
671,"Professor de ensino superior na area de pesquisa educacional","234515"
672,"Professor de ensino superior na area de pratica de ensino","234520"
673,"Professor de lingua alema","234604"
674,"Professor de lingua italiana","234608"
675,"Professor de lingua francesa","234612"
676,"Professor de lingua inglesa","234616"
677,"Professor de lingua espanhola","234620"
678,"Professor de lingua portuguesa","234624"
679,"Professor de literatura brasileira","234628"
680,"Professor de literatura portuguesa","234632"
681,"Professor de literatura alema","234636"
682,"Professor de literatura comparada","234640"
683,"Professor de literatura espanhola","234644"
684,"Professor de literatura francesa","234648"
685,"Professor de literatura inglesa","234652"
686,"Professor de literatura italiana","234656"
687,"Professor de literatura de linguas estrangeiras modernas","234660"
688,"Professor de outras linguas e literaturas","234664"
689,"Professor de linguas estrangeiras modernas","234668"
690,"Professor de linguistica e linguistica aplicada","234672"
691,"Professor de filologia e critica textual","234676"
692,"Professor de semiotica","234680"
693,"Professor de teoria da literatura","234684"
694,"Professor de antropologia do ensino superior","234705"
695,"Professor de arquivologia do ensino superior","234710"
696,"Professor de biblioteconomia do ensino superior","234715"
697,"Professor de ciencia politica do ensino superior","234720"
698,"Professor de comunicacao social do ensino superior","234725"
699,"Professor de direito do ensino superior","234730"
700,"Professor de filosofia do ensino superior","234735"
701,"Professor de geografia do ensino superior","234740"
702,"Professor de historia do ensino superior","234745"
703,"Professor de jornalismo","234750"
704,"Professor de museologia do ensino superior","234755"
705,"Professor de psicologia do ensino superior","234760"
706,"Professor de servico social do ensino superior","234765"
707,"Professor de sociologia do ensino superior","234770"
708,"Professor de economia","234805"
709,"Professor de administracao","234810"
710,"Professor de contabilidade","234815"
711,"Professor de artes do espetaculo no ensino superior","234905"
712,"Professor de artes visuais no ensino superiorartes plasticas e multimidia)","234910"
713,"Professor de musica no ensino superior","234915"
714,"Professor de alunos com deficiencia auditiva e surdos","239205"
715,"Professor de alunos com deficiencia fisica","239210"
716,"Professor de alunos com deficiencia mental","239215"
717,"Professor de alunos com deficiencia multipla","239220"
718,"Professor de alunos com deficiencia visual","239225"
719,"Coordenador pedagogico","239405"
720,"Orientador educacional","239410"
721,"Pedagogo","239415"
722,"Professor de tecnicas e recursos audiovisuais","239420"
723,"Psicopedagogo","239425"
724,"Supervisor de ensino","239430"
725,"Designer educacional","239435"
726,"Neuropsicopedagogo clinico","239440"
727,"Neuropsicopedagogo institucional","239445"
728,"Advogado","241005"
729,"Advogado de empresa","241010"
730,"Advogadodireito civil)","241015"
731,"Advogadodireito publico)","241020"
732,"Advogadodireito penal)","241025"
733,"Advogadoareas especiais)","241030"
734,"Advogadodireito do trabalho)","241035"
735,"Consultor juridico","241040"
736,"Advogado da uniao","241205"
737,"Procurador autarquico","241210"
738,"Procurador da fazenda nacional","241215"
739,"Procurador do estado","241220"
740,"Procurador do municipio","241225"
741,"Procurador Federal","241230"
742,"Procurador fundacional","241235"
743,"Oficial de registro de contratos maritimos","241305"
744,"Oficial do registro civil de pessoas juridicas","241310"
745,"Oficial do registro civil de pessoas naturais","241315"
746,"Oficial do registro de distribuicoes","241320"
747,"Oficial do registro de imoveis","241325"
748,"Oficial do registro de titulos e documentos","241330"
749,"Tabeliao de notas","241335"
750,"Tabeliao de protestos","241340"
751,"Conselheiro julgador","241405"
752,"Procurador da republica","242205"
753,"Procurador de justica","242210"
754,"Procurador de justica militar","242215"
755,"Procurador do trabalho","242220"
756,"Procurador regional da republica","242225"
757,"Procurador regional do trabalho","242230"
758,"Promotor de justica","242235"
759,"Subprocurador de justica militar","242240"
760,"Subprocurador-geral da republica","242245"
761,"Subprocurador-geral do trabalho","242250"
762,"Delegado de policia","242305"
763,"Defensor publico","242405"
764,"Procurador da assistencia judiciaria","242410"
765,"Oficial de inteligencia","242905"
766,"Oficial tecnico de inteligencia","242910"
767,"Antropologo","251105"
768,"Arqueologo","251110"
769,"Cientista politico","251115"
770,"Sociologo","251120"
771,"Economista","251205"
772,"Economista agroindustrial","251210"
773,"Economista financeiro","251215"
774,"Economista industrial","251220"
775,"Economista do setor publico","251225"
776,"Economista ambiental","251230"
777,"Economista regional e urbano","251235"
778,"Geografo","251305"
779,"Filosofo","251405"
780,"Psicologo educacional","251505"
781,"Psicologo clinico","251510"
782,"Psicologo do esporte","251515"
783,"Psicologo hospitalar","251520"
784,"Psicologo juridico","251525"
785,"Psicologo social","251530"
786,"Psicologo do transito","251535"
787,"Psicologo do trabalho","251540"
788,"Neuropsicologo","251545"
789,"Psicanalista","251550"
790,"Psicologo Acupunturista","251555"
791,"Assistente social","251605"
792,"Economista domestico","251610"
793,"Administrador","252105"
794,"Auditorcontadores e afins)","252205"
795,"Contador","252210"
796,"Perito contabil","252215"
797,"Secretaria(o) executiva(o)","252305"
798,"Secretario bilingue","252310"
799,"Secretaria trilingue","252315"
800,"Tecnologo em secretariado escolar","252320"
801,"Analista de recursos humanos","252405"
802,"Administrador de fundos e carteiras de investimento","252505"
803,"Analista de cambio","252510"
804,"Analista de cobrancainstituicoes financeiras)","252515"
805,"Analista de creditoinstituicoes financeiras)","252525"
806,"Analista de credito rural","252530"
807,"Analista de leasing","252535"
808,"Analista de produtos bancarios","252540"
809,"Analista financeiroinstituicoes financeiras)","252545"
810,"Profissional de Relacoes com Investidores","252550"
811,"Gestor em seguranca","252605"
812,"Analista de PCPprogramacao e controle da producao)","252705"
813,"Analista de planejamento de materiais","252710"
814,"Analista de logistica","252715"
815,"Analista de projetos logisticos","252720"
816,"Analista de gestao de estoque","252725"
817,"Relacoes publicas","253105"
818,"Redator de publicidade","253110"
819,"Publicitario","253115"
820,"Analista de negocios","253120"
821,"Analista de pesquisa de mercado","253125"
822,"Diretor de Criacao","253130"
823,"Diretor de ContasPublicidade)","253135"
824,"Agenciador de Propaganda","253140"
825,"Gerente de captacaofundos e investimentos institucionais)","253205"
826,"Gerente de clientes especiaisprivate)","253210"
827,"Gerente de contas - pessoa fisica e juridica","253215"
828,"Gerente de grandes contascorporate)","253220"
829,"Operador de negocios","253225"
830,"Corretor de valores, ativos financeiros, mercadorias e derivativos","253305"
831,"Analista de midias sociais","253405"
832,"Influenciador digital","253410"
833,"Auditor-fiscal da Receita Federal","254105"
834,"Tecnico da Receita Federal","254110"
835,"Auditor-fiscal da previdencia social","254205"
836,"Auditor-fiscal do trabalho","254305"
837,"Agente de higiene e seguranca","254310"
838,"Fiscal de tributos estadual","254405"
839,"Fiscal de tributos municipal","254410"
840,"Tecnico de tributos estadual","254415"
841,"Tecnico de tributos municipal","254420"
842,"Fiscal de Atividades Urbanas","254505"
843,"Arquivista pesquisadorjornalismo)","261105"
844,"Assessor de imprensa","261110"
845,"Diretor de redacao","261115"
846,"Editor","261120"
847,"Jornalista","261125"
848,"Produtor de texto","261130"
849,"Reporterexclusive radio e televisao)","261135"
850,"Revisor de texto","261140"
851,"Bibliotecario","261205"
852,"Documentalista","261210"
853,"Analista de informacoespesquisador de informacoes de rede)","261215"
854,"Arquivista","261305"
855,"Museologo","261310"
856,"Filologo","261405"
857,"Interprete","261410"
858,"Linguista","261415"
859,"Tradutor","261420"
860,"Interprete de lingua de sinais","261425"
861,"Audiodescritor","261430"
862,"Autor-roteirista","261505"
863,"Critico","261510"
864,"Escritor de ficcao","261515"
865,"Escritor de nao ficcao","261520"
866,"Poeta","261525"
867,"Redator de textos tecnicos","261530"
868,"Editor de jornal","261605"
869,"Editor de livro","261610"
870,"Editor de midia eletronica","261615"
871,"Editor de revista","261620"
872,"Editor de revista cientifica","261625"
873,"Ancora de midias audiovisuais","261705"
874,"Comentarista de midias audiovisuais","261710"
875,"Locutor de midias audiovisuais","261715"
876,"Locutor publicitario de radio e televisao","261720"
877,"Narrador em programas de radio e televisao","261725"
878,"Reporter de midias audiovisuais","261730"
879,"Fotografo","261805"
880,"Fotografo publicitario","261810"
881,"Fotografo retratista","261815"
882,"Reporter fotografico","261820"
883,"Continuista","261905"
884,"Assistente de direcaoTV)","261910"
885,"Produtor cultural","262105"
886,"Produtor cinematografico","262110"
887,"Produtor de radio","262115"
888,"Produtor de teatro","262120"
889,"Produtor de televisao","262125"
890,"Tecnologo em producao fonografica","262130"
891,"Tecnologo em producao audiovisual","262135"
892,"Diretor de cinema","262205"
893,"Diretor de programas de radio","262210"
894,"Diretor de programas de televisao","262215"
895,"Diretor teatral","262220"
896,"Diretor de programacao","262225"
897,"Diretor de producao","262230"
898,"Diretor artistico","262235"
899,"Cenografo carnavalesco e festas populares","262305"
900,"Cenografo de cinema","262310"
901,"Cenografo de eventos","262315"
902,"Cenografo de teatro","262320"
903,"Cenografo de TV","262325"
904,"Diretor de arte","262330"
905,"Artistaartes visuais)","262405"
906,"Desenhista industrial graficodesigner grafico)","262410"
907,"Conservador-restaurador de bens culturais","262415"
908,"Desenhista industrial de produtodesigner de produto)","262420"
909,"Desenhista industrial de produto de modadesigner de moda)","262425"
910,"Ator","262505"
911,"Compositor","262605"
912,"Musico arranjador","262610"
913,"Musico regente","262615"
914,"Musicologo","262620"
915,"Musico interprete cantor","262705"
916,"Musico interprete instrumentista","262710"
917,"Assistente de coreografia","262805"
918,"Bailarinoexceto dancas populares)","262810"
919,"Coreografo","262815"
920,"Dramaturgo de danca","262820"
921,"Ensaiador de danca","262825"
922,"Professor de danca","262830"
923,"Decorador de interiores de nivel superior","262905"
924,"Ministro de culto religioso","263105"
925,"Missionario","263110"
926,"Teologo","263115"
927,"Chefe de cozinha","271105"
928,"Tecnologo em gastronomia","271110"
929,"Tecnico em mecatronica - automacao da manufatura","300105"
930,"Tecnico em mecatronica - robotica","300110"
931,"Ferrador de Animais","300130"
932,"Tecnico em eletromecanica","300305"
933,"Tecnico de laboratorio industrial","301105"
934,"Tecnico de laboratorio de analises fisico-quimicasmateriais de construcao)","301110"
935,"Tecnico quimico de petroleo","301115"
936,"Tecnico de apoio a bioengenharia","301205"
937,"Tecnico quimico","311105"
938,"Tecnico de celulose e papel","311110"
939,"Tecnico em curtimento","311115"
940,"Tecnico em petroquimica","311205"
941,"Tecnico em materiais, produtos ceramicos e vidros","311305"
942,"Tecnico em borracha","311405"
943,"Tecnico em plastico","311410"
944,"Tecnico de controle de meio ambiente","311505"
945,"Tecnico de meteorologia","311510"
946,"Tecnico de utilidadeproducao e distribuicao de vapor, gases, oleos, combustiveis, energia)","311515"
947,"Tecnico em tratamento de efluentes","311520"
948,"Tecnico textil","311605"
949,"Tecnico textiltratamentos quimicos)","311610"
950,"Tecnico textil de fiacao","311615"
951,"Tecnico textil de malharia","311620"
952,"Tecnico textil de tecelagem","311625"
953,"Colorista de papel","311705"
954,"Colorista textil","311710"
955,"Preparador de tintas","311715"
956,"Preparador de tintasfabrica de tecidos)","311720"
957,"Tingidor de couros e peles","311725"
958,"Tecnico de obras civis","312105"
959,"Tecnico de estradas","312205"
960,"Tecnico de saneamento","312210"
961,"Tecnico em agrimensura","312305"
962,"Tecnico em geodesia e cartografia","312310"
963,"Tecnico em hidrografia","312315"
964,"Topografo","312320"
965,"Eletrotecnico","313105"
966,"Eletrotecnicoproducao de energia)","313110"
967,"Eletrotecnico na fabricacao, montagem e instalacao de maquinas e equipamentos","313115"
968,"Tecnico de manutencao eletrica","313120"
969,"Tecnico de manutencao eletrica de maquina","313125"
970,"Tecnico eletricista","313130"
971,"Tecnico de manutencao eletronica","313205"
972,"Tecnico de manutencao eletronicacircuitos de maquinas com comando numerico)","313210"
973,"Tecnico eletronico","313215"
974,"Tecnico em manutencao de equipamentos de informatica","313220"
975,"Tecnico de comunicacao de dados","313305"
976,"Tecnico de redetelecomunicacoes)","313310"
977,"Tecnico de telecomunicacoestelefonia)","313315"
978,"Tecnico de transmissaotelecomunicacoes)","313320"
979,"Tecnico em calibracao","313405"
980,"Tecnico em instrumentacao","313410"
981,"Encarregado de manutencao de instrumentos de controle, medicao e similares","313415"
982,"Tecnico em reabilitacao","3135D1"
983,"Tecnico em equipamento medico hospitalar","3135D2"
984,"Tecnico em fotonica","313505"
985,"Tecnico em mecanica de precisao","314105"
986,"Tecnico mecanico","314110"
987,"Tecnico mecanicocalefacao, ventilacao e refrigeracao)","314115"
988,"Tecnico mecanicomaquinas)","314120"
989,"Tecnico mecanicomotores)","314125"
990,"Tecnico mecanico na fabricacao de ferramentas","314205"
991,"Tecnico mecanico na manutencao de ferramentas","314210"
992,"Tecnico em automobilistica","314305"
993,"Tecnico mecanicoaeronaves)","314310"
994,"Tecnico mecanicoembarcacoes)","314315"
995,"Tecnico de manutencao de sistemas e instrumentos","314405"
996,"Tecnico em manutencao de maquinas","314410"
997,"Inspetor de soldagem","314605"
998,"Tecnico em caldeiraria","314610"
999,"Tecnico em estruturas metalicas","314615"
1000,"Tecnico em soldagem","314620"
1001,"Tecnologo em Soldagem","314625"
1002,"Tecnico de acabamento em siderurgia","314705"
1003,"Tecnico de aciaria em siderurgia","314710"
1004,"Tecnico de fundicao em siderurgia","314715"
1005,"Tecnico de laminacao em siderurgia","314720"
1006,"Tecnico de reducao na siderurgiaprimeira fusao)","314725"
1007,"Tecnico de refratario em siderurgia","314730"
1008,"Tecnico em geofisica","316105"
1009,"Tecnico em geologia","316110"
1010,"Tecnico em geoquimica","316115"
1011,"Tecnico em geotecnia","316120"
1012,"Tecnico de mineracao","316305"
1013,"Tecnico de mineracaooleo e petroleo)","316310"
1014,"Tecnico em processamento mineralexceto petroleo)","316315"
1015,"Tecnico em pesquisa mineral","316320"
1016,"Tecnico de producao em refino de petroleo","316325"
1017,"Tecnico em planejamento de lavra de minas","316330"
1018,"Desincrustadorpocos de petroleo)","316335"
1019,"Cimentadorpocos de petroleo)","316340"
1020,"Desenvolvedor webtecnico)","317105"
1021,"Desenvolvedor de sistemas de tecnologia da informacaotecnico)","317110"
1022,"Programador de maquinas - ferramenta com comando numerico","317115"
1023,"Desenvolvedor de multimidia","317120"
1024,"Operador de computador","317205"
1025,"Tecnico de suporte ao usuario de tecnologia da informacao","317210"
1026,"Desenhista tecnico","318005"
1027,"Desenhista copista","318010"
1028,"Desenhista detalhista","318015"
1029,"Desenhista tecnicoarquitetura)","318105"
1030,"Desenhista tecnicocartografia)","318110"
1031,"Desenhista tecnicoconstrucao civil)","318115"
1032,"Desenhista tecnicoinstalacoes hidrossanitarias)","318120"
1033,"Desenhista tecnico mecanico","318205"
1034,"Desenhista tecnico aeronautico","318210"
1035,"Desenhista tecnico naval","318215"
1036,"Desenhista tecnicoeletricidade e eletronica)","318305"
1037,"Desenhista tecnicocalefacao, ventilacao e refrigeracao)","318310"
1038,"Desenhista tecnicoartes graficas)","318405"
1039,"Desenhista tecnicoilustracoes artisticas)","318410"
1040,"Desenhista tecnicoilustracoes tecnicas)","318415"
1041,"Desenhista tecnicoindustria textil)","318420"
1042,"Desenhista tecnicomobiliario)","318425"
1043,"Desenhista tecnico de embalagens, maquetes e leiautes","318430"
1044,"Desenhista projetista de arquitetura","318505"
1045,"Desenhista projetista de construcao civil","318510"
1046,"Desenhista projetista de maquinas","318605"
1047,"Desenhista projetista mecanico","318610"
1048,"Desenhista projetista de eletricidade","318705"
1049,"Desenhista projetista eletronico","318710"
1050,"Projetista de moveis","318805"
1051,"Modelista de roupas","318810"
1052,"Modelista de calcados","318815"
1053,"Tecnico em calcados e artefatos de couro","319105"
1054,"Tecnico em confeccoes do vestuario","319110"
1055,"Tecnico do mobiliario","319205"
1056,"Tecnico em bioterismo","320105"
1057,"Tecnico em histologia","320110"
1058,"Tecnico agricola","321105"
1059,"Tecnico agropecuario","321110"
1060,"Tecnico em madeira","321205"
1061,"Tecnico florestal","321210"
1062,"Tecnico em piscicultura","321305"
1063,"Tecnico em carcinicultura","321310"
1064,"Tecnico em mitilicultura","321315"
1065,"Tecnico em ranicultura","321320"
1066,"Tecnico em acupuntura","322105"
1067,"Podologo","322110"
1068,"Tecnico em quiropraxia","322115"
1069,"Massoterapeuta","322120"
1070,"Terapeuta holistico","322125"
1071,"Esteticista","322130"
1072,"Doula","322135"
1073,"Socorrista habilitado","3222B3"
1074,"Tecnico de enfermagem de saude da familia","3222E1"
1075,"Auxiliar de enfermagem de saude da familia","3222E2"
1076,"Tecnico Perfusionista","3222E3"
1077,"Tecnico de enfermagem","322205"
1078,"Tecnico de enfermagem de terapia intensiva","322210"
1079,"Tecnico de enfermagem do trabalho","322215"
1080,"Tecnico de enfermagem psiquiatrica","322220"
1081,"Instrumentador cirurgico","322225"
1082,"Auxiliar de enfermagem","322230"
1083,"Auxiliar de enfermagem do trabalho","322235"
1084,"Auxiliar de saudenavegacao maritima)","322240"
1085,"Tecnico de enfermagem da estrategia de saude da familia","322245"
1086,"Auxiliar de enfermagem da estrategia de saude da familia","322250"
1087,"Tecnico em agente comunitario de saude","322255"
1088,"Tecnico em optica e optometria","322305"
1089,"Tecnico de higiene dental de saude da familia","3224F1"
1090,"Auxiliar de consultorio dentario de saude da familia","3224F2"
1091,"Tecnico em saude bucal","322405"
1092,"Protetico dentario","322410"
1093,"Auxiliar em saude bucal","322415"
1094,"Auxiliar de protese dentaria","322420"
1095,"Tecnico em saude bucal da estrategia de saude da familia","322425"
1096,"Auxiliar em saude bucal da estrategia de saude da familia","322430"
1097,"Tecnico de ortopedia","322505"
1098,"Terapeuta Holistico","322525"
1099,"Tecnico de imobilizacao ortopedica","322605"
1100,"Tecnico em pecuaria","323105"
1101,"Tecnico em metodos eletrograficos em encefalografia","324105"
1102,"Tecnico em metodos graficos em cardiologia","324110"
1103,"Tecnico em radiologia e imagenologia","324115"
1104,"Tecnologo em radiologia","324120"
1105,"Tecnologo oftalmico","324125"
1106,"Tecnico em espirometria","324130"
1107,"Tecnico em polissonografia","324135"
1108,"Tecnico em patologia clinica","324205"
1109,"Auxiliar tecnico em patologia clinica","324210"
1110,"Citotecnico","324215"
1111,"Tecnico em Hemoterapia","324220"
1112,"Enologo","325005"
1113,"Aromista","325010"
1114,"Perfumista","325015"
1115,"Auxiliar tecnico em laboratorio de farmacia","325105"
1116,"Tecnico em laboratorio de farmacia","325110"
1117,"Tecnico em farmacia","325115"
1118,"Tecnico de alimentos","325205"
1119,"Tecnico em nutricao e dietetica","325210"
1120,"Tecnico em biotecnologia","325305"
1121,"Tecnico em imunobiologicos","325310"
1122,"Embalsamador","328105"
1123,"Taxidermista","328110"
1124,"Professor de nivel medio na educacao infantil","331105"
1125,"Auxiliar de desenvolvimento infantil","331110"
1126,"Professor de nivel medio no ensino fundamental","331205"
1127,"Professor de nivel medio no ensino profissionalizante","331305"
1128,"Professor leigo no ensino fundamental","332105"
1129,"Professor pratico no ensino profissionalizante","332205"
1130,"Instrutor de auto-escola","333105"
1131,"Instrutor de cursos livres","333110"
1132,"Professores de cursos livres","333115"
1133,"Inspetor de alunos de escola privada","334105"
1134,"Inspetor de alunos de escola publica","334110"
1135,"Monitor de transporte escolar","334115"
1136,"Piloto comercialexceto linhas aereas)","341105"
1137,"Piloto comercial de helicopteroexceto linhas aereas)","341110"
1138,"Mecanico de voo","341115"
1139,"Piloto agricola","341120"
1140,"Contramestre de cabotagem","341205"
1141,"Mestre de cabotagem","341210"
1142,"Mestre fluvial","341215"
1143,"Patrao de pesca de alto-mar","341220"
1144,"Patrao de pesca na navegacao interior","341225"
1145,"Piloto fluvial","341230"
1146,"Tecnico em sinalizacao nautica","341235"
1147,"Tecnicos em manobras em equipamentos de conves","341240"
1148,"Tecnico em sinais navais","341245"
1149,"Auxiliar tecnico de sinalizacao nautica","341250"
1150,"Condutor maquinista motorista fluvial","341305"
1151,"Condutor de maquinas","341310"
1152,"Eletricista de bordo","341315"
1153,"Condutor de Maquinasbombeador)","341320"
1154,"Condutor de Maquinasmecanico)","341325"
1155,"Analista de transporte em comercio exterior","342105"
1156,"Operador de transporte multimodal","342110"
1157,"Controlador de servicos de maquinas e veiculos","342115"
1158,"Afretador","342120"
1159,"Tecnologo em logistica de transporte","342125"
1160,"Ajudante de despachante aduaneiro","342205"
1161,"Despachante aduaneiro","342210"
1162,"Analista de desembaraco aduaneiro","342215"
1163,"Chefe de servico de transporte rodoviariopassageiros e cargas)","342305"
1164,"Inspetor de servicos de transportes rodoviariospassageiros e cargas)","342310"
1165,"Supervisor de carga e descarga","342315"
1166,"Agente de estacaoferrovia e metro)","342405"
1167,"Operador de centro de controleferrovia e metro)","342410"
1168,"Controlador de trafego aereo","342505"
1169,"Despachante operacional de voo","342510"
1170,"Fiscal de aviacao civilfac)","342515"
1171,"Gerente da administracao de aeroportos","342520"
1172,"Gerente de empresa aerea em aeroportos","342525"
1173,"Inspetor de aviacao civil","342530"
1174,"Operador de atendimento aeroviario","342535"
1175,"Supervisor da administracao de aeroportos","342540"
1176,"Supervisor de empresa aerea em aeroportos","342545"
1177,"Agente de protecao de aviacao civil","342550"
1178,"Fiscal de pista de aeroporto","342555"
1179,"Lider de rampatransporte aereo)","342560"
1180,"Chefe de estacao portuaria","342605"
1181,"Supervisor de operacoes portuarias","342610"
1182,"Tecnico de contabilidade","351105"
1183,"Chefe de contabilidadetecnico)","351110"
1184,"Consultor contabiltecnico)","351115"
1185,"Tecnico em administracao","351305"
1186,"Tecnico em administracao de comercio exterior","351310"
1187,"Agente de recrutamento e selecao","351315"
1188,"Escrevente","351405"
1189,"Escrivao judicial","351410"
1190,"Escrivao extra - judicial","351415"
1191,"Escrivao de policia","351420"
1192,"Oficial de justica","351425"
1193,"Auxiliar de servicos juridicos","351430"
1194,"Mediador extrajudicial","351435"
1195,"Arbitro extrajudicial","351440"
1196,"Tecnico em secretariado","351505"
1197,"Taquigrafo","351510"
1198,"Estenotipista","351515"
1199,"Tecnico em seguranca do trabalho","351605"
1200,"Tecnico em higiene ocupacional","351610"
1201,"Analista de segurostecnico)","351705"
1202,"Analista de sinistros","351710"
1203,"Assistente comercial de seguros","351715"
1204,"Assistente tecnico de seguros","351720"
1205,"Inspetor de risco","351725"
1206,"Inspetor de sinistros","351730"
1207,"Tecnico de resseguros","351735"
1208,"Tecnico de seguros","351740"
1209,"Detetive profissional","351805"
1210,"Investigador de policia","351810"
1211,"Papiloscopista policial","351815"
1212,"Agente de inteligencia","351905"
1213,"Agente tecnico de inteligencia","351910"
1214,"Agente indigena de saude","3522G1"
1215,"Agente indigena de saneamento","3522G2"
1216,"Agente de defesa ambiental","352205"
1217,"Agente de saude publica","352210"
1218,"Metrologista","352305"
1219,"Agente fiscal de qualidade","352310"
1220,"Agente fiscal metrologico","352315"
1221,"Agente fiscal textil","352320"
1222,"Agente de direitos autorais","352405"
1223,"Avaliador de produtos dos meios de comunicacao","352410"
1224,"Ouvidorombudsman) do meio de comunicacao","352415"
1225,"Tecnico em direitos autorais","352420"
1226,"Tecnico de operacoes e servicos bancarios - cambio","353205"
1227,"Tecnico de operacoes e servicos bancarios - credito imobiliario","353210"
1228,"Tecnico de operacoes e servicos bancarios - credito rural","353215"
1229,"Tecnico de operacoes e servicos bancarios - leasing","353220"
1230,"Tecnico de operacoes e servicos bancarios - renda fixa e variavel","353225"
1231,"Tesoureiro de banco","353230"
1232,"Chefe de servicos bancarios","353235"
1233,"Agenciador de propaganda","354110"
1234,"Agente de vendas de servicos","354120"
1235,"Assistente de vendas","354125"
1236,"Promotor de vendas especializado","354130"
1237,"Tecnico de vendas","354135"
1238,"Tecnico em atendimento e vendas","354140"
1239,"Vendedor pracista","354145"
1240,"Propagandista de produtos famaceuticos","354150"
1241,"Comprador","354205"
1242,"Supervisor de compras","354210"
1243,"Analista de exportacao e importacao","354305"
1244,"Leiloeiro","354405"
1245,"Avaliador de imoveis","354410"
1246,"Avaliador de bens moveis","354415"
1247,"Corretor de seguros","354505"
1248,"Corretor de imoveis","354605"
1249,"Corretor de graos","354610"
1250,"Representante comercial autonomo","354705"
1251,"Tecnico em turismo","354805"
1252,"Operador de turismo","354810"
1253,"Agente de viagem","354815"
1254,"Organizador de evento","354820"
1255,"Cerimonialista","354825"
1256,"Auxiliar de biblioteca","371105"
1257,"Tecnico em biblioteconomia","371110"
1258,"Colecionador de selos e moedas","371205"
1259,"Tecnico em museologia","371210"
1260,"Tecnico em programacao visual","371305"
1261,"Tecnico grafico","371310"
1262,"Recreador de acantonamento","371405"
1263,"Recreador","371410"
1264,"Diretor de fotografia","372105"
1265,"Iluminadortelevisao)","372110"
1266,"Operador de camera de televisao","372115"
1267,"Operador de rede de teleprocessamento","372205"
1268,"Radiotelegrafista","372210"
1269,"Operador de midia audiovisual","373105"
1270,"Operador de central de radio","373110"
1271,"Operador de externaradio)","373115"
1272,"Operador de gravacao de radio","373120"
1273,"Operador de transmissor de radio","373125"
1274,"Tecnico de sistemas audiovisuais","373130"
1275,"Operador de controle mestre","373135"
1276,"Coordenador de programacao","373140"
1277,"Assistente de operacoes audiovisuais","373145"
1278,"Tecnico em operacao de equipamentos de producao para televisao e produtoras de video","373205"
1279,"Tecnico em operacao de equipamento de exibicao de televisao","373210"
1280,"Tecnico em operacao de equipamentos de transmissao/recepcao de televisao","373215"
1281,"Supervisor tecnico operacional de sistemas de televisao e produtoras de video","373220"
1282,"Supervisor de operacoesmidias audiovisuais)","373225"
1283,"Supervisor tecnicomidias audiovisuais)","373230"
1284,"Tecnico em gravacao de audio","374105"
1285,"Tecnico em instalacao de equipamentos de audio","374110"
1286,"Tecnico em masterizacao de audio","374115"
1287,"Projetista de som","374120"
1288,"Tecnico em sonorizacao","374125"
1289,"Tecnico em mixagem de audio","374130"
1290,"Projetista de sistemas de audio","374135"
1291,"Microfonista","374140"
1292,"Djdisc jockey)","374145"
1293,"Sonoplasta","374150"
1294,"Analista musical","374155"
1295,"Cenotecnicocinema, video, televisao, teatro e espetaculos)","374205"
1296,"Maquinista de cinema e video","374210"
1297,"Maquinista de teatro e espetaculos","374215"
1298,"Operador de projetor cinematografico","374305"
1299,"Operador-mantenedor de projetor cinematografico","374310"
1300,"Editor de midia audiovisual","374405"
1301,"Finalizador de filmes","374410"
1302,"Finalizador de video","374415"
1303,"Montador de filmes","374420"
1304,"Diretor de imagensTV)","374425"
1305,"Designer de interiores","375105"
1306,"Designer de vitrines","375110"
1307,"Visual merchandiser","375115"
1308,"Decorador de eventos","375120"
1309,"Produtor de moda","375125"
1310,"Profissional de organizacaopersonal organizer)","375130"
1311,"Dancarino tradicional","376105"
1312,"Dancarino popular","376110"
1313,"Acrobata","376205"
1314,"Artista aereo","376210"
1315,"Artista de circooutros)","376215"
1316,"Contorcionista","376220"
1317,"Domador de animaiscircense)","376225"
1318,"Equilibrista","376230"
1319,"Magico","376235"
1320,"Malabarista","376240"
1321,"Palhaco","376245"
1322,"Titeriteiro","376250"
1323,"Trapezista","376255"
1324,"Apresentador de eventos","376305"
1325,"Apresentador de festas populares","376310"
1326,"Apresentador de programas de radio","376315"
1327,"Apresentador de programas de televisao","376320"
1328,"Apresentador de circo","376325"
1329,"Mestre de Cerimonias","376330"
1330,"Modelo artistico","376405"
1331,"Modelo de modas","376410"
1332,"Modelo publicitario","376415"
1333,"Atleta profissionaloutras modalidades)","377105"
1334,"Atleta profissional de futebol","377110"
1335,"Atleta profissional de golfe","377115"
1336,"Atleta profissional de luta","377120"
1337,"Atleta profissional de tenis","377125"
1338,"Joquei","377130"
1339,"Piloto de competicao automobilistica","377135"
1340,"Profissional de atletismo","377140"
1341,"Pugilista","377145"
1342,"Arbitro desportivo","377205"
1343,"Arbitro de atletismo","377210"
1344,"Arbitro de basquete","377215"
1345,"Arbitro de futebol","377220"
1346,"Arbitro de futebol de salao","377225"
1347,"Arbitro de judo","377230"
1348,"Arbitro de karate","377235"
1349,"Arbitro de polo aquatico","377240"
1350,"Arbitro de volei","377245"
1351,"Cronoanalista","391105"
1352,"Cronometrista","391110"
1353,"Controlador de entrada e saida","391115"
1354,"Planejista","391120"
1355,"Tecnico de planejamento de producao","391125"
1356,"Tecnico de planejamento e programacao da manutencao","391130"
